objectid,name,country,nat_leg_te,leg_rec,area_ha,gfwid,globalid,shape_Length,shape_Area
268,Massacara,Brazil,Indigenous Territory,Y,8020.0802,a08acfdf-c5c7-4b62-a1c9-40b51bc514b6,{F869302D-FFE4-4F97-88CB-256C90FEC448},35289.1158523852,83489433.357195
269,Massaco,Brazil,Indigenous Territory,Y,421895.0769,3d5ad443-b75c-4891-8bb0-8e4a13faf64a,{E64935BA-63EA-46DC-8710-9BD1485E3319},391993.630173415,4436390898.44091
270,Mata da Cafurna,Brazil,Dominial Indigenous Area,Y,117.6007,50eb748c-a0a2-4867-97e1-3ab7853f1f82,{C2835AF6-0E25-43E3-9E41-18567ACD8126},4428.47758358182,1161491.69351744
271,Mata Medonha,Brazil,Indigenous Territory,Y,549.6226,aedc9fc2-cd7c-434b-a63f-47b5349d5e2a,{5D012C4F-7636-498F-91F3-0315269ACE50},12452.0093798653,6536906.03340351
272,Matintin,Brazil,Indigenous Territory,Y,21760.7012,008829f2-56c8-428d-b8fa-bc756a3776fa,{1A599C00-D87F-4F1B-98D3-5CA517BE71D6},107647.116385822,219780617.735445
273,Mawetek,Brazil,Indigenous Territory,Y,115492.878,887ca08f-4057-41fa-b5c6-8a2dbb81b08e,{21169367-E83E-4DC3-822C-E5982257FE76},216743.587399812,1178519822.56948
274,Maxacali,Brazil,Indigenous Territory,Y,5305.6719,963d8225-1940-4445-a3e1-e174dee449c2,{FFA997CF-6879-424F-92FF-9D82A1E8DB1E},37027.0132578486,58193638.7410117
275,Mbiguatu,Brazil,Indigenous Territory,Y,59.1982,80b43ddf-d68a-4ed4-886c-ee92bcc069b3,{D0777FFE-7F31-4439-A6B5-361AC8D6717A},5127.69661216095,754691.8698887
276,MTdio Rio Negro I,Brazil,Indigenous Territory,Y,1776138.9968,9161ffa7-fe71-4af1-b240-b7a3fb9978ce,{227370F1-773D-43D0-8B21-EAACC7CD0A21},1501787.17001665,17884458060.2147
277,MTdio Rio Negro II,Brazil,Indigenous Territory,Y,316194.989,2bc5bee6-56fa-49b9-81e6-95ae6cfc826a,{DA7519B6-82B0-4873-BE93-BD596BDC4FD7},431985.77581166,3178663233.89876
278,Menkragnoti,Brazil,Indigenous Territory,Y,4914254.8206,edd8ec57-a367-409e-b9d6-bff01a076abf,{2AB5B9B8-FE5F-4B80-9455-0B4ED6C63C32},1320395.01065374,50767422496.5866
279,Menkn,Brazil,Indigenous Territory,Y,47094.8647,119d9d76-1437-47d3-82b0-52975d53a64b,{DC579578-4D6F-428D-A0F2-43B793291DCA},104505.304386943,473860419.487899
280,Menkn,Brazil,Indigenous Territory,Y,146398.7469,8582dfce-0283-4f6f-ad35-7c490ef25c2b,{5820D737-8914-4AD9-B77C-5CE079FF805F},270497.556762558,1543068220.7365
281,Meria,Brazil,Indigenous Territory,Y,585.4932,9ab52d2f-a117-4fd5-9044-4477a6933707,{49C11F5F-150A-4082-A457-672914B89FBA},11742.0902443113,5883065.57072999
282,Merure,Brazil,Indigenous Territory,Y,82301.1363,2e12e653-1305-45dd-9b17-8108623e086f,{AF474F1D-167F-4346-8B54-253CCAC4C7E7},171576.285781907,897165929.766389
283,Miguel/Josefa,Brazil,Indigenous Territory,Y,1628.8091,9289999c-66ef-452a-b587-6e252d059188,{0FC3F0E0-91E1-44C8-8524-961730D9750E},17895.257187401,16459090.1438747
284,Miratu,Brazil,Indigenous Territory,Y,13198.788,1b241d10-fef8-4fd1-8db3-8b43a83993fa,{2FA60A26-FED6-4AB3-B55B-03FC38E371A5},52093.7911254177,140516116.195243
285,Monte Caseros,Brazil,Indigenous Territory,Y,1112.4105,6516c80b-eda9-4630-830d-cb2eae797f0e,{246CEEB0-FF39-4BE5-8A28-794301B28559},21021.8647605377,14428839.4115244
286,Morro Alto,Brazil,Indigenous Territory,Y,893,f655b4e6-99e1-4160-ae87-481b287d488b,{037DB876-5ECB-4176-AA41-14CC701E4BF4},20629.8410468709,11144161.8507373
287,Morro Branco,Brazil,Indigenous Territory,Y,48.9804,682323e1-08eb-45d7-8443-7438c8f06875,{066054A3-DF6D-4627-AED8-3841402DD458},2826.06702436541,499148.122344566
288,Morro dos Cavalos,Brazil,Indigenous Territory,Y,1983.4901,9bf33395-8bae-4772-9b55-c435624ca98c,{F238B94E-3BBF-4A07-8356-6BB9CC371881},30524.6129403907,25594588.1791334
289,Moskow,Brazil,Indigenous Territory,Y,14212.9983,ae9a855e-798c-4bd4-9027-7eb80b5808bd,{A257CDB2-4275-4A7A-8D0F-7D8D450269BA},56755.2840510559,143176264.040442
290,Munduruku,Brazil,Indigenous Territory,Y,2381795.7765,587c9a75-1be8-4cc6-b901-9b46b0f49819,{2AA98AC4-D8AE-4604-913B-E54EDDF5BF91},1057755.89183482,24428631202.9702
291,Muriru,Brazil,Indigenous Territory,Y,5555.9436,5f1ab0c7-f505-4240-8aab-2b64792ae244,{9FAFB449-BA9B-4EA6-8132-3057341999CE},31276.7070755014,55955340.5402289
292,Murutinga/Tracaja,Brazil,Indigenous Territory,Y,13286,540376fd-6442-424d-bbb8-bb2e9052be3d,{6FB2DD77-11C1-4EB2-AF2D-96022A413B39},134176.689192294,134413830.984943
293,Nambikwara,Brazil,Indigenous Territory,Y,1011961.4852,626e72cb-4525-45a7-a832-a3980481e8dc,{7B66BB97-CADA-4079-A241-EB22CF8405FE},650072.909901985,10698867121.3484
294,-ande Ru Marangatu,Brazil,Indigenous Territory,Y,9317.216,4dce4853-6618-4735-a318-ecf4dc693769,{AC3C7300-E64A-4FD1-BE92-A78162300247},54027.7535840008,109336624.171786
295,Natal/Felicidade,Brazil,Indigenous Territory,Y,313.3411,244c86ef-d200-4865-8f1f-8da20f2ddfe8,{0C585DB5-2E7F-4A67-B89C-CA98E920F6F2},13435.532911168,3379926.83424471
296,Nhamundß/Mapuera,Brazil,Indigenous Territory,Y,1049520.0002,4eea0e47-23cc-442b-8513-2826927a8867,{270E2149-5CA8-4DF8-95E7-762701AEF3B5},506748.429302852,10563153634.3701
297,Nioaque,Brazil,Indigenous Territory,Y,3029.3529,f1a0de2d-d207-4ca9-b68e-90e318ebe4ac,{92C6F236-5E98-4A3A-8FDB-19A3A9FE5D4E},28504.4434997493,34115493.7632038
298,Nonoai,Brazil,Indigenous Territory,Y,19830,e9b3afb1-17ce-4f57-96ad-26e1f43e6dbe,{FC5807D5-541D-4C18-A91E-6D643E7AF9C0},119239.201649563,252599311.148139
299,Nonoai/Rio da Vßrzea,Brazil,Indigenous Territory,Y,16415.4443,92f7b653-257b-4559-80f8-f2f413741d92,{ADB2BDD6-72E1-4BD4-BE15-A947B5090B88},92791.2099972349,209120114.387233
300,Nossa Senhora de Fßtima,Brazil,Indigenous Reserve,Y,88.888,54ae0899-702f-4f85-8545-18bde0c8b9f6,{48B6D982-DA04-4AFC-A03E-55A0DA4962C7},4634.46625065402,1016844.49537367
301,Nova Esperanta do Rio Jandiatuba,Brazil,Indigenous Territory,Y,20003.928,6d059659-3770-4bb1-9ff6-ecdc88c0feac,{7787056D-ADA5-4F5D-8F0F-46B870AA3398},88134.1182518586,201196375.957442
302,Nova Jacundß,Brazil,Dominial Indigenous Area,Y,196.9043,635a016d-96ce-4f0f-acc1-45c8e26fb20c,{D28B0101-6D5A-4126-B119-8E227692D187},9214.21475867634,4061286.35228881
303,Nove de Janeiro,Brazil,Indigenous Territory,Y,228777.0999,9e29c7c7-8498-44d5-897b-9edd303cf3ee,{B540E7C3-D92B-4D08-80B3-7B50E1EDE3C1},292699.804153892,2348488397.40443
304,Nukini,Brazil,Indigenous Territory,Y,27263.5212,229667f8-3f61-4f43-bc0a-c20843859d5e,{2CDE19EE-F68C-4674-B2B8-1596D2050E63},121377.669881402,327434525.475984
305,OfayT-Xavante,Brazil,Indigenous Territory,Y,1937.625,96d6bc7d-a433-44c9-96f6-c0e0e53c306b,{A2A92755-5B1A-4E6A-9BE1-26811ED43F37},9276.64352512443,5585773.28205801
306,Ouro,Brazil,Indigenous Territory,Y,13572,4e7cb7f1-0631-4a37-983c-ed82b1cf143b,{61FF67D5-8B31-4809-BDC5-AF361CCC6B06},59674.1336604375,139449491.857537
307,Pacaas Novas,Brazil,Indigenous Territory,Y,279906.3833,40114d30-ef7e-41ff-aba7-6921ce955c75,{A804045D-363C-47B9-BADF-71CC85EA4844},323418.980562425,2944954789.89447
308,Pacheca,Brazil,Indigenous Territory,Y,1852.205,a295686d-33c4-42f7-99c3-e82e0c2d6d73,{DBD631A5-E08A-4408-BC29-36E92EB53C29},32960.2717350137,25393394.693014
309,Padre,Brazil,Indigenous Territory,Y,797.511,82e01a89-d586-4208-9076-04328d8ed6d9,{EC8B6E68-6978-40D7-A284-34F57EE59654},14172.7080537133,8056935.61814817
310,Palmas,Brazil,Indigenous Territory,Y,3800.8794,3da68029-d99e-43c3-a2d3-33d1b8796673,{8228EAAF-131A-4260-8A64-82BBEDEDCE61},35735.8734398114,47699536.2071377
311,Panambizinho,Brazil,Indigenous Territory,Y,1272.8035,8d782eb0-cbda-405e-ba1a-cb74cc354891,{4AC5AFFE-A8CD-4181-AF0D-01B99F674F09},16179.5142070507,14892077.6929959
312,Panarß,Brazil,Indigenous Territory,Y,499740.005,777392e3-6fea-49a3-86d4-31e0130b414e,{0B2AD8A5-4B60-4023-B653-2DFD02E4960A},434345.498352279,5158117357.75211
313,PankararT,Brazil,Indigenous Territory,Y,29597.3322,9c9abbfc-437a-45be-b890-d37c6e41cb52,{B0B98D2C-6734-492F-A8AB-D435FACD8682},86246.7649086825,304172121.273954
314,Pankararu,Brazil,Indigenous Territory,Y,8377.2819,91a84967-15f2-42d0-8b41-0aaa4c6e3127,{59A96811-6D46-44C4-B110-F2D54E97C576},37217.2050345665,86538184.2530655
315,Paquitamba,Brazil,Indigenous Territory,Y,17420,873c02af-6f1d-4e6d-8be3-a38b572ce28f,{AA9ED437-4D4D-4233-BDED-949961D46FC5},30826.3119845779,41799688.4540539
316,Paquitamba,Brazil,Indigenous Territory,Y,0,b7dd889c-d58b-49bd-b862-bfd7f14d6d0b,{472FD88A-903D-4FC5-985C-B6BA23EC4B52},89696.3905651967,203017647.569669
317,Paracuhuba,Brazil,Indigenous Territory,Y,927.5376,eec6fed0-7d08-4470-8b2b-995457516a00,{4C8D8FA3-80F9-4B5C-AC41-1A88DCB97726},12866.2018707,9489964.04780542
318,Parakanp,Brazil,Indigenous Territory,Y,351697.41,d4eb0135-b65a-4ab8-932e-c37a4dbd05ec,{950F7E69-B552-4542-911D-FE32F53282FA},295527.889567605,3560824236.2992
319,Paranß do Arauat=,Brazil,Indigenous Territory,Y,5915.445,3689aec9-61a8-427d-9d7b-16438b47c845,{8EF86009-7C26-412F-BFF7-CA47004FC5ED},45373.7856355289,59591693.3386032
320,Parana do Boa Boa,Brazil,Indigenous Territory,Y,240545.8478,a82b8418-c25c-48d4-a853-5e196f182264,{E3E5A679-5429-440E-8754-BE77DC97D45A},261677.090062938,2468615267.88185
321,Parana do Paricß,Brazil,Indigenous Territory,Y,7866.32,278da8c2-7a56-44f1-80ca-ef0d4ae6a783,{CD97E2CD-1A6C-4F27-97A5-D6BC904D4230},41120.0523500832,80690204.0017853
322,Parati-Mirim,Brazil,Indigenous Territory,Y,79.1997,999be118-68dc-4360-adba-6e57111308e0,{921FC4E2-05D3-417D-AA59-D762BEB88E18},4358.25382463101,1006272.44524484
323,Paresi,Brazil,Indigenous Territory,Y,563586.5345,452d0639-bbd2-4fac-ba73-f3cb91686c14,{ED7CCC3B-85A9-4DDE-97EB-3DFDB3CB75C6},411687.44730945,6024347103.19646
324,Parque do Araguaia,Brazil,Indigenous Territory,Y,1358499.4784,a58e0819-6d31-4b14-94ff-f1613ad960a7,{AF36C0F1-B784-4D87-8A88-2B2A0F169940},919714.157827296,14264896629.2294
325,Parque do Aripuanp,Brazil,Indigenous Territory,Y,1603245.9806,697c5ef1-f519-4cab-8cba-5e14bcd35b6f,{E9713D29-4BD9-4BD0-B5C0-F82105EA574E},906738.522553635,16782360609.8808
326,Parque do Tumucumaque,Brazil,Indigenous Territory,Y,3071067.8764,36cbe4d4-44bf-4e6d-ba94-573ba7ed83ec,{77C8BA03-DDDE-4AAB-BE04-3C1915156A3F},1014888.77478993,30945583909.7662
327,Parque do Xingu,Brazil,Indigenous Territory,Y,2642003.9374,14014018-4d3f-4ccb-8514-783bdd8601fa,{3CB88FF1-AC17-4E8D-8A45-78AB487500B9},953484.543051036,27802657422.3446
328,Patauß,Brazil,Indigenous Territory,Y,615.885,5d643cfc-e16c-43a1-b95c-1a2ab1238553,{07946E57-6B95-40B9-87D9-8F293A45E512},12962.7955889159,6216933.99488253
329,Pau Brasil,Brazil,Indigenous Territory,Y,1579,64eb39d1-3f13-4d00-8a3d-302fa8be2118,{ABEC9919-B926-4C5B-B8ED-C64A357FDD21},21814.7441635739,17959502.6121025
330,Paukalirajausu,Brazil,Indigenous Territory,Y,8400,fa559f32-14dc-439a-adaf-7b8c6d89a1c6,{51273EDD-1D1F-4AA6-B86C-D785A30CB3E8},137395.930041574,725852915.950452
331,Paumari do Cuniua,Brazil,Indigenous Territory,Y,42828.0481,daad87b4-6f70-435c-ad3b-0fe46d2d4251,{28BAB608-4462-440C-BE85-AE615EEED052},187351.002694052,435809178.283925
332,Paumari do Lago Manissup,Brazil,Indigenous Territory,Y,22970.0651,08ba8dd8-e656-4bfb-92f1-08f91cd5cd67,{102964AB-0A02-4ED8-8084-E4D9A3F1332A},90395.178673271,233612439.435519
333,Paumari do Lago Marahp,Brazil,Indigenous Territory,Y,118766.8862,79a90743-f3c3-416d-a3ef-e82ccf5f5df6,{1988B564-64EF-4ADD-B9DB-8910C8A184FC},242255.747187668,1215945685.48906
334,Paumari do Lago Paricß,Brazil,Indigenous Territory,Y,15792.112,b98daf86-30c3-4edb-9ffe-bfa30b4717db,{957775A5-5ED3-4BA2-AB3E-4E9C1E63FF23},54520.0995979142,160695827.680881
335,Paumari do Rio Ituxi,Brazil,Indigenous Territory,Y,7572.412,640a4086-2a7f-478e-9170-993bb06d6d34,{F2F63E02-F440-4134-942C-173FE4EC044B},43742.3307820693,77461847.0115335
336,Peneri/Tacaquiri,Brazil,Indigenous Territory,Y,189870.9641,1f610176-c1f7-44c1-9bc0-f1eb6bec84c2,{4328D941-6CC5-43E9-8D80-155838575485},282296.759651173,1949678358.50751
337,Pequizal,Brazil,Indigenous Territory,Y,9886.8211,9a975ad2-6668-4efb-a77a-33dae3c7ac9a,{52432219-880C-4DB4-A27A-4933442B6618},60952.920642634,104876937.310803
338,Perigara,Brazil,Indigenous Territory,Y,10740.4115,4e06ddcf-8ec3-4773-a566-04eef1450cf2,{EE2B93EE-ECDA-4825-B913-F268CDED222B},64683.2795584187,118664922.074949
339,Perufbe,Brazil,Indigenous Territory,Y,480.4737,713cae15-f801-4f6e-8d40-84b920bd9f37,{BCCF8A8F-B146-42E4-9888-ADB2882F7AE9},10112.3952023839,5800054.83801693
340,Piataguera,Brazil,Indigenous Territory,Y,2795,e0eb7d43-c2dd-486c-adde-151fbff12d0c,{CC432B8F-1986-4C9B-87F5-E3AF78C2BF97},41138.1176252965,33760937.781772
341,Pilad Rebuß,Brazil,Indigenous Territory,Y,208.3702,24635306-644e-40d4-8d80-877ffc6599b3,{AD4FCBF0-1998-4AA1-B74B-FE795C48BFD0},9021.30970066885,2473816.40481334
342,Pimentel Barbosa,Brazil,Indigenous Territory,Y,328966.444,1fce3e8d-c505-462d-9f8d-606d677e76a4,{FC740E19-1F8C-4D72-8736-45A11C985F1E},360815.743734493,3483345236.27562
343,Pinatuba,Brazil,Indigenous Territory,Y,29564.9382,f43a0bc3-27d9-4a24-9d72-adbe2443870c,{2B7E22E3-4BDD-4BD3-A3AE-00EA94ADB61D},116866.536152823,301385948.33271
344,Pinhal,Brazil,Indigenous Territory,Y,880.0761,5c507727-0a67-4e9a-9da3-69ce6350367d,{82135D4B-F0D9-44A5-BF49-66E985F256C4},19677.1907743544,11242500.3579481
345,Toldo Pinhal,Brazil,Indigenous Territory,Y,4846,450c053d-27a2-46fa-a734-e5e7e1be984e,{D69A95FA-6F32-4B0E-A041-2C6B4548EEFC},54427.2171286012,61486989.9915484
346,Pinhalzinho,Brazil,Indigenous Reserve,Y,593.372,c1e7b6b5-b666-48f2-9d69-2537d1bf57d7,{F00DFB77-B8B2-4D34-995D-0946CA798AF8},13013.2645198104,7137057.45751397
347,Pirahp,Brazil,Indigenous Territory,Y,346910.5673,11b3d626-c77d-4494-9fa6-c9873dc0ad5a,{471E6E09-7427-425F-9A29-9B1FE0E486C3},439764.596756927,3546979096.03022
348,Pirai,Brazil,Indigenous Territory,Y,3017,5f708062-708e-4884-b6d1-b444eebaa02c,{D9BCFDFF-7377-4DE5-B511-C05432EB19E8},39539.2576553025,37799790.7451288
349,Pirajuf,Brazil,Indigenous Territory,Y,2118.2325,14b59983-9b9e-4a56-8be0-4e6a5d3e1c16,{C192B007-AAB8-440E-873F-B857977667C8},20934.2873730361,24099085.2165079
350,Pirakua,Brazil,Indigenous Territory,Y,2384.0554,786d3782-6f7d-428a-8af4-9849e850dac3,{991C48D3-2DA6-4C7A-9DFD-260DED35E77E},26529.4965705987,27589376.2702694
351,Pirineus de Souza,Brazil,Indigenous Territory,Y,28212.2716,1d5866d7-6086-4d79-8a0c-8cee722b0332,{5152872C-8D43-43ED-AA16-2DCD47CCDDD2},93515.8112508447,300884433.727701
352,Pitaguary,Brazil,Indigenous Territory,Y,1727.8686,9b7030f0-1660-4cc1-b356-3e51b0f9352d,{3AA9C112-BC22-45B1-951C-5A87EA1524C1},24765.2555337584,17488189.7239787
353,Pium,Brazil,Indigenous Territory,Y,4607.6137,a28c1d76-2234-45d6-8ea1-a6c7ccfe7160,{DDC38B92-5043-4CC2-97EC-694301DE0CA4},28817.3644666635,46086321.6078447
354,Ponta da Serra,Brazil,Indigenous Territory,Y,15597,ae079bee-9cab-44fc-956a-fa241ea3d290,{4AB6E2B7-39D3-4357-92E1-13B5DE986E4E},64755.8126251746,157177406.626642
355,Ponte de Pedra,Brazil,Indigenous Territory,Y,17000,d8c00cf9-1edd-4cd7-80f7-30753314a5c0,{A3A79811-28E1-4D40-9249-3488043027E6},75230.4525648093,180605836.266201
356,Porquinhos,Brazil,Indigenous Territory,Y,79520,ab328d6e-8b08-4855-a88c-94585fa22b91,{1F2C3573-B773-4E5E-B53E-53CF0F60813D},111232.154635375,808435718.116922
357,Porquinhos dos Canela-Appnjekra,Brazil,Indigenous Territory,Y,301000,cc8b39d9-7ada-4979-b48d-a3bff237c120,{8B642052-51A9-4058-A064-86E09638D8A5},256392.382499434,3068253876.18546
358,Porto Lindo,Brazil,Indigenous Territory,Y,1648.8899,cd8f983b-eb7d-4a8d-ac6c-80c5d9453ac6,{B42926F3-62AB-4918-8E7D-4E63F494DFA3},20181.8093486918,20041910.321238
359,Yvy-katu,Brazil,Indigenous Territory,Y,9494.1636,e05720ef-1b38-4d15-815a-352de68be39e,{D2C5C862-6921-4542-B4B4-2CA4D2ACBD12},58348.3852996395,113783871.151774
360,Porto Praia,Brazil,Indigenous Territory,Y,4769.8617,669d8fd6-90e5-4ee6-900f-40b224427a9a,{12ABF0D5-8A4B-4630-B01B-8364FF0A2141},31894.1284885898,48110308.172051
361,Potiguara,Brazil,Indigenous Territory,Y,21238.4898,e831f5ef-23f2-452f-a209-493af4c3807c,{377BB69C-0517-40C3-AFA5-8B8C44D69663},70009.158757485,217236534.186877
362,Potiguara de Monte-Mor,Brazil,Indigenous Territory,Y,7530.5969,b012d63f-3e51-4c00-a80c-96727dce0cce,{35C7D5A3-1925-42ED-B1E1-74B9E62B410C},53726.4816694047,77870681.0432563
363,Potrero Guatu,Brazil,Indigenous Territory,Y,4025,13d59e4b-e953-4f0f-b73f-9ce2505bc6e5,{EDF9D840-7519-469C-9F36-824F6B0DDD47},31001.3786390604,48417653.0874164
364,Poyanawa,Brazil,Indigenous Territory,Y,24499.0885,7b64b961-5850-4c92-a2f4-740306246605,{66ADFCEA-F9C5-42C2-B75F-DB27DA06FF95},106259.312182407,250858390.033275
365,Praia do -ndio,Brazil,Indigenous Reserve,Y,31.5019,7a98899d-cd98-45fd-93ce-cf7dcd80b09d,{42F62B4E-A50E-4207-8A10-92632FA903AE},3278.24666054663,319048.383377328
366,Praia do Mangue,Brazil,Indigenous Reserve,Y,31.8449,6211ab60-541f-4725-a5f2-ae19fa83f4a6,{84021E8E-47C6-4D5D-8626-AA84EE0E69C7},3044.7537871771,322540.704143956
367,Queimadas,Brazil,Indigenous Territory,Y,3077.7602,df82cf95-d79d-4ad8-a961-fd79632e25c3,{DB9DFA30-5C72-4240-9E80-F6F8BCFAD220},31390.6104311656,36099764.4020257
368,Quixaba - Fazenda Pedrosa,Brazil,Indigenous Reserve,Y,28.1658,f45e2287-7a22-406f-9ab8-224a8d83e866,{4B2A907E-B109-4C8B-B9BB-B9F6A64039DC},39208.3629183103,122198831.158301
369,Raimundpo,Brazil,Indigenous Territory,Y,4276.8088,56f14889-3472-4cd9-890e-c21bc54e912b,{CA8DA8E5-E26F-4EB0-827E-4577B55BA375},27740.723228456,43165329.1189349
370,Rancho JacarT,Brazil,Indigenous Territory,Y,777.5349,077772fd-db8a-4844-a33e-d6e66a892baf,{43172876-8625-4D68-AF14-EE638310EFA6},15303.3739133185,9214326.500005
371,Raposa Serra do Sol,Brazil,Indigenous Territory,Y,1747464.7832,2d15eb1c-d637-439d-8e13-8f9c4509335c,{E12B74E3-E9F7-4F99-934E-6E4843B407E3},983448.922258405,17666493601.8869
372,Recreio/Spo FTlix,Brazil,Indigenous Territory,Y,251.051,f702704b-3013-4bdb-b402-adfb99e7cdfc,{697507A9-6A06-4BCD-8851-786E37185ABB},6880.69916098958,2413363.10017927
373,Ribeirpo Silveira,Brazil,Indigenous Territory,Y,8468.9333,38397b51-b80b-4a91-8546-8c6de446077c,{C42E7382-F0BE-494E-9E76-4A765F3E425A},50334.6098685343,101554973.752385
374,Rio Apaporis,Brazil,Indigenous Territory,Y,106960.3377,3476c3de-f5e0-4afb-9c5e-b51ca30b007a,{26123304-22B1-4FC3-94B8-3A9CE425ADC8},171057.608131512,1078095647.29745
375,Rio Areia,Brazil,Indigenous Territory,Y,1352.3784,d0983383-d20d-4ed9-9a9c-7f22251ed18c,{110A8B8E-AADD-4969-8FF8-BA689B7B93F6},23078.179806586,16756418.0954164
376,Rio Biß,Brazil,Indigenous Territory,Y,1185791.71,61a1ac1f-fd75-4a23-b3b1-61d7bf637dec,{427409FF-50E6-40F1-8F38-4B2F588CA573},765645.476570229,12020790081.4195
377,Rio Branco,Brazil,Indigenous Territory,Y,236137.11,758a77e7-1d9a-4e96-b2b3-8592efb86a4d,{9C1DF129-6E14-4552-8EB8-ABB4D44DC439},205694.839106666,2488001026.00239
378,Rio Branco ItanhaTm,Brazil,Indigenous Territory,Y,2856.1,b1f90300-465c-42bc-9822-bc9e9ce1b445,{08D64050-2D7F-49BB-936F-24087E913C5C},32570.7335234477,34520759.4390101
379,Kurußya,Brazil,Indigenous Territory,Y,166784.2496,f784f7a3-b88a-483c-9ebb-28c497e9df92,{071503D8-CEEE-4F2A-A142-5264E6043911},234750.83681795,1694163008.81002
380,Rio das Cobras,Brazil,Indigenous Territory,Y,18681.9806,5f5c9f40-1436-400a-acc9-0f8af0d341a5,{549E7CBB-31A6-4DCB-9175-642FA83B526E},121983.032680253,229678041.693806
381,Rio dos -ndios,Brazil,Indigenous Territory,Y,711.7018,da2d4387-b346-4fdc-8ff7-164a8fc05c8a,{37D95FE4-803C-4909-86D2-D66221902903},14672.5988521053,9103698.70421947
382,Rio dos Pardos,Brazil,Indigenous Territory,Y,758.2614,37b7332f-79f6-4b35-b99f-c24af1b452f8,{24BF6022-BC66-4DF2-B8A6-A45E317B85D8},14376.9624264562,9508020.80144712
383,Rio Formoso,Brazil,Indigenous Territory,Y,19749.4741,faed658f-3288-4f19-89d1-a4bddcaf025c,{487048B0-DCB6-4521-89F3-EB2B3FA2E66F},85829.7720981154,215618081.900818
384,Rio Greg=rio,Brazil,Indigenous Territory,Y,187125.2158,0dc9a588-5cd0-48c7-95da-af09db103ff8,{A824B92D-A497-4A7E-9BCC-BBD3E4A8A5CC},156381.35272152,955472789.010461
385,Rio Greg=rio,Brazil,Indigenous Territory,Y,187125.2158,90af75f6-f12e-48eb-9b51-92e73dc0c986,{99313979-4F7D-4468-8E38-2EED5B0C74EB},242002.475967458,1924031014.43399
386,Rio GuaporT,Brazil,Indigenous Territory,Y,115788.0842,0bd3d8ad-256a-48f4-8ba1-b7fb5ca990b5,{863C7A61-B768-4C8F-8ACB-7CF8B3D7A20F},231604.281581274,1219159869.68078
387,Rio Jumas,Brazil,Indigenous Territory,Y,9462.6983,54bf26fd-3894-4cbf-983f-e61271271a31,{008222CD-72B6-4D13-B655-CC9F419284BA},75291.7881616059,95833674.0425154
388,Rio ManicorT,Brazil,Indigenous Territory,Y,19481,38e77150-a727-4518-934b-5451e5f0895b,{3E423737-D195-40FF-A770-3A0E11CADFAC},75478.725273703,196897018.484297
389,Rio Mequens,Brazil,Indigenous Territory,Y,107553.0101,7c489873-e72c-4343-b432-d1963c18ab62,{2AAD8821-C044-4272-8D8B-9C5102DD63F2},149560.800116856,1138717076.76457
390,Rio Negro Ocaia,Brazil,Indigenous Territory,Y,104063,a0217d56-46c7-42cf-b566-edb45ba9daa7,{8802BF52-E07B-45C3-B608-9301F34321E2},162311.711205235,1097372353.04331
391,Rio Negro Ocaia,Brazil,Indigenous Territory,Y,235070,daef303b-92f4-453f-aa56-5d729b39b4a2,{36719AB1-5BB1-40C4-8184-771FC70A824A},305424.889181847,2456080359.3158
392,Rio OmerO,Brazil,Indigenous Territory,Y,26177.1864,9e3f74a1-1f90-49f8-a4e2-4c3a7c118b8a,{CB784858-FBC8-4810-AA93-50CD0FC21F5B},83017.0142446357,276780275.58471
393,Rio Paru DEste,Brazil,Indigenous Territory,Y,1195785.7917,22f97113-7b3f-405a-85dc-2145c1286f4f,{AF79C6CD-DFDA-4995-B2DD-CC929E8D02BA},626382.623507294,12026469672.7378
394,Rio PindarT,Brazil,Indigenous Territory,Y,15002.9142,a1bf2028-37d5-4719-a5e8-f2af3def50ac,{E1D9D877-A1B1-4C8E-B245-07AE20CCC754},131959.326327593,154300685.905542
395,Rio TTa,Brazil,Indigenous Territory,Y,411865.3207,3eb36ae7-3a9b-4bd6-8f9c-69aea6fe21e0,{CCB3915B-0871-4584-A22B-11247C03508A},630663.20762004,4139686960.74248
396,Rio Urubu,Brazil,Indigenous Territory,Y,27354.9118,4ce82595-2475-49ad-9d04-656fc63cd211,{DEC08CD7-B482-4FA8-B39F-EE5B3A448AF4},134893.570858151,278258267.631545
397,Rodeador,Brazil,Dominial Indigenous Area,Y,2319.4531,cb6c289b-4c40-40d9-a5af-a4a67a0e046a,{1AA169B3-3585-4E01-8C2B-F235A5A1F776},20002.6389712246,23627443.0322868
398,Roosevelt,Brazil,Indigenous Territory,Y,230826.3008,8b70ee23-5e1b-4dbe-9990-d848aa60ad6c,{462DFAE3-4501-4D9D-84C0-AECB4566F11F},377403.517287531,2400411558.84484
399,Sagarana,Brazil,Indigenous Territory,Y,18120.0636,b762acac-1e6a-40ef-aa53-5f929af84f87,{FEFDF826-8D94-40E2-AF85-09E9F13455DD},95376.420009086,191126959.65389
400,Sai-Cinza,Brazil,Indigenous Territory,Y,125552.08,13c2c63c-a6b1-442b-b9f6-893534cfab7d,{5B719D42-143E-4F9D-B05B-14AFF6B01CD0},266476.387561082,1273891234.7837
